state,institution,year,faculty,enrolments
Victoria,Deakin University,2024,Non-Award Courses,520
Victoria,Federation University Australia,2020,Natural and Physical Sciences,1326
Victoria,Federation University Australia,2020,Information Technology,2517
Victoria,Federation University Australia,2020,Engineering and Related Technologies,1175
Victoria,Federation University Australia,2020,Health,5138
Victoria,Federation University Australia,2020,Education,2605
Victoria,Federation University Australia,2020,Management and Commerce,978
Victoria,Federation University Australia,2020,Society and Culture,2441
Victoria,Federation University Australia,2020,Creative Arts,181
Victoria,Federation University Australia,2020,Mixed Field Programmes,417
Victoria,Federation University Australia,2020,Non-Award Courses,26
Victoria,Federation University Australia,2021,Natural and Physical Sciences,1088
Victoria,Federation University Australia,2021,Information Technology,2065
Victoria,Federation University Australia,2021,Engineering and Related Technologies,964
Victoria,Federation University Australia,2021,Health,4216
Victoria,Federation University Australia,2021,Education,2137
Victoria,Federation University Australia,2021,Management and Commerce,803
Victoria,Federation University Australia,2021,Society and Culture,2004
Victoria,Federation University Australia,2021,Creative Arts,148
Victoria,Federation University Australia,2021,Mixed Field Programmes,342
Victoria,Federation University Australia,2021,Non-Award Courses,21
Victoria,Federation University Australia,2022,Natural and Physical Sciences,1053
Victoria,Federation University Australia,2022,Information Technology,1998
Victoria,Federation University Australia,2022,Engineering and Related Technologies,933
Victoria,Federation University Australia,2022,Health,4079
Victoria,Federation University Australia,2022,Education,2068
Victoria,Federation University Australia,2022,Management and Commerce,776
Victoria,Federation University Australia,2022,Society and Culture,1938
Victoria,Federation University Australia,2022,Creative Arts,143
Victoria,Federation University Australia,2022,Mixed Field Programmes,331
Victoria,Federation University Australia,2022,Non-Award Courses,20
Victoria,Federation University Australia,2023,Natural and Physical Sciences,1043
Victoria,Federation University Australia,2023,Information Technology,1980
Victoria,Federation University Australia,2023,Engineering and Related Technologies,924
Victoria,Federation University Australia,2023,Health,4042
Victoria,Federation University Australia,2023,Education,2049
Victoria,Federation University Australia,2023,Management and Commerce,769
Victoria,Federation University Australia,2023,Society and Culture,1920
Victoria,Federation University Australia,2023,Creative Arts,142
Victoria,Federation University Australia,2023,Mixed Field Programmes,328
Victoria,Federation University Australia,2023,Non-Award Courses,20
Victoria,Federation University Australia,2024,Natural and Physical Sciences,983
Victoria,Federation University Australia,2024,Information Technology,1866
Victoria,Federation University Australia,2024,Engineering and Related Technologies,871
Victoria,Federation University Australia,2024,Health,3809
Victoria,Federation University Australia,2024,Education,1931
Victoria,Federation University Australia,2024,Management and Commerce,725
Victoria,Federation University Australia,2024,Society and Culture,1810
Victoria,Federation University Australia,2024,Creative Arts,134
Victoria,Federation University Australia,2024,Mixed Field Programmes,309
Victoria,Federation University Australia,2024,Non-Award Courses,19
Victoria,La Trobe University,2020,Natural and Physical Sciences,3847
Victoria,La Trobe University,2020,Information Technology,4021
Victoria,La Trobe University,2020,Engineering and Related Technologies,825
Victoria,La Trobe University,2020,Architecture and Building,54
Victoria,La Trobe University,2020,"Agriculture, Environmental and Related Studies",246
Victoria,La Trobe University,2020,Health,12961
Victoria,La Trobe University,2020,Education,3743
Victoria,La Trobe University,2020,Management and Commerce,5094
Victoria,La Trobe University,2020,Society and Culture,6414
Victoria,La Trobe University,2020,Creative Arts,297
Victoria,La Trobe University,2020,Mixed Field Programmes,222
Victoria,La Trobe University,2020,Non-Award Courses,230
Victoria,La Trobe University,2021,Natural and Physical Sciences,3652
Victoria,La Trobe University,2021,Information Technology,3818
Victoria,La Trobe University,2021,Engineering and Related Technologies,783
Victoria,La Trobe University,2021,Architecture and Building,52
Victoria,La Trobe University,2021,"Agriculture, Environmental and Related Studies",233
Victoria,La Trobe University,2021,Health,12304
Victoria,La Trobe University,2021,Education,3553
Victoria,La Trobe University,2021,Management and Commerce,4836
Victoria,La Trobe University,2021,Society and Culture,6089
Victoria,La Trobe University,2021,Creative Arts,282
Victoria,La Trobe University,2021,Mixed Field Programmes,211
Victoria,La Trobe University,2021,Non-Award Courses,218
Victoria,La Trobe University,2022,Natural and Physical Sciences,3564
Victoria,La Trobe University,2022,Information Technology,3726
Victoria,La Trobe University,2022,Engineering and Related Technologies,764
Victoria,La Trobe University,2022,Architecture and Building,50
Victoria,La Trobe University,2022,"Agriculture, Environmental and Related Studies",228
Victoria,La Trobe University,2022,Health,12007
Victoria,La Trobe University,2022,Education,3468
Victoria,La Trobe University,2022,Management and Commerce,4719
Victoria,La Trobe University,2022,Society and Culture,5942
Victoria,La Trobe University,2022,Creative Arts,275
Victoria,La Trobe University,2022,Mixed Field Programmes,206
Victoria,La Trobe University,2022,Non-Award Courses,213
Victoria,La Trobe University,2023,Natural and Physical Sciences,3751
Victoria,La Trobe University,2023,Information Technology,3921
Victoria,La Trobe University,2023,Engineering and Related Technologies,804
Victoria,La Trobe University,2023,Architecture and Building,53
Victoria,La Trobe University,2023,"Agriculture, Environmental and Related Studies",239
Victoria,La Trobe University,2023,Health,12636
Victoria,La Trobe University,2023,Education,3649
Victoria,La Trobe University,2023,Management and Commerce,4967
Victoria,La Trobe University,2023,Society and Culture,6254
Victoria,La Trobe University,2023,Creative Arts,290
Victoria,La Trobe University,2023,Mixed Field Programmes,216
Victoria,La Trobe University,2023,Non-Award Courses,224
Victoria,La Trobe University,2024,Natural and Physical Sciences,3884
Victoria,La Trobe University,2024,Information Technology,4060
Victoria,La Trobe University,2024,Engineering and Related Technologies,833
Victoria,La Trobe University,2024,Architecture and Building,55
Victoria,La Trobe University,2024,"Agriculture, Environmental and Related Studies",248
Victoria,La Trobe University,2024,Health,13085
Victoria,La Trobe University,2024,Education,3779
Victoria,La Trobe University,2024,Management and Commerce,5143
Victoria,La Trobe University,2024,Society and Culture,6476
Victoria,La Trobe University,2024,Creative Arts,300
Victoria,La Trobe University,2024,Mixed Field Programmes,224
Victoria,La Trobe University,2024,Non-Award Courses,232
Victoria,Monash University,2020,Natural and Physical Sciences,11993
Victoria,Monash University,2020,Information Technology,10669
Victoria,Monash University,2020,Engineering and Related Technologies,8786
Victoria,Monash University,2020,Architecture and Building,875
Victoria,Monash University,2020,"Agriculture, Environmental and Related Studies",208
Victoria,Monash University,2020,Health,14174
Victoria,Monash University,2020,Education,4198
Victoria,Monash University,2020,Management and Commerce,22749
